lat,lon,use_type,use_code,style,grade,ext_walls,roof,flooring,bsmt_type,heating,fireplace,year_built,no_of_stories,total_rooms,bedrooms,half_bathrooms,full_bathrooms,basement_garage,sq_footage_finished_living,basement,finished_basement,Address,Type,fire_late,fire_early,Fire_final
38.063515317793865,-78.49282284432721,R,Duplex,1,C,Vinyl,Shingles,Hardwood,Full Basement,Forced Air,0.0,1963.0,1.0,9.0,5.0,0.0,2.0,0.0,909.0,909.0,809.0,1924 SWANSON DR,Residential,0,0.0,0.0
38.026188285152934,-78.51018449490242,R,Duplex,2,B,Vinyl,Shingles,None,No Basement,Heat Pump,0.0,2007.0,2.0,14.0,8.0,0.0,4.0,0.0,3020.0,0.0,0.0,205 SHAMROCK RD,Residential,0,0.0,0.0
38.01648741171016,-78.51782258039073,R,Single Family,2,B,Vinyl,Shingles,Hardwood,No Basement,Heat Pump,,2013.0,2.0,7.0,4.0,0.0,2.0,0.0,1456.0,,,2709 ETON RD,Residential,0,0.0,0.0
38.022303341056855,-78.52216592673717,R,Condominium,2,C,Wood,Shingles,W/W Carpet,No Basement,Forced Air,0.0,1973.0,2.0,5.0,3.0,0.0,2.0,,908.0,0.0,0.0,235 STRIBLING AVE,Residential,0,0.0,0.0
38.03565939110988,-78.49195352359112,R,Single Family,1,C,Brick Veneer,Shingles,Hardwood,Full Basement,Forced Air,,1959.0,1.0,5.0,3.0,0.0,1.0,,920.0,920.0,,911 PAOLI ST,Residential,0,0.0,0.0
38.023600211870814,-78.51379989541327,R,Condominium,1,C,Wood,Shingles,W/W Carpet,No Basement,Forced Air,0.0,1973.0,1.0,5.0,3.0,0.0,2.0,,876.0,0.0,0.0,111 RAYMOND AVE,Residential,0,0.0,0.0
38.04141854479987,-78.4938680315468,R,Duplex,2,B,Aluminum,Shingles,Other,Full Basement,Heat Pump,1.0,1989.0,2.0,9.0,5.0,1.0,3.0,0.0,1388.0,694.0,694.0,728 MADISON AVE,Residential,0,0.0,0.0
38.041410372978405,-78.49388239882232,R,Duplex,2,B,Aluminum,Shingles,Other,Full Basement,Heat Pump,1.0,1991.0,2.0,9.0,5.0,1.0,3.0,0.0,1388.0,694.0,694.0,726 MADISON AVE,Residential,0,0.0,0.0
38.021976167145645,-78.5182250522852,R,Single Family,2,B,Brick Veneer,Shingles,Hardwood,Full Basement,Heat Pump,1.0,1925.0,2.0,5.0,3.0,1.0,2.0,0.0,1590.0,795.0,0.0,2411 SUNSET RD,Residential,0,0.0,0.0
38.0233203142076,-78.51397034251363,R,Single Family,2,C,Stucco,Shingles,Hardwood,Partial Basement,Hot Water Radiator,1.0,1941.0,2.0,6.0,3.0,1.0,1.0,0.0,1617.0,728.0,,108 RAYMOND AVE,Residential,0,0.0,0.0
38.0150011132363,-78.51506276851994,R,Single Family-1 Conversion,1.5,B,Stucco,Shingles,Hardwood,Full Basement,Hot Water Radiator,1.0,1934.0,1.5,9.0,5.0,0.0,3.0,0.0,1632.0,1088.0,300.0,230 OLD LYNCHBURG RD,Residential,0,0.0,0.0
38.04266992603408,-78.50002041655472,R,Single Family,1,C,Aluminum,Shingles,Hardwood,Partial Basement,Forced Air,0.0,1947.0,1.0,4.0,2.0,0.0,1.0,0.0,936.0,600.0,0.0,611 RUGBY RD,Residential,1,0.0,1.0
38.03782868345128,-78.46118512968566,R,Single Family Attached,1,C,Wood,Shingles,Other,Full Basement,Heat Pump,0.0,1983.0,1.0,6.0,4.0,0.0,4.0,0.0,756.0,756.0,756.0,1219 RIVER VISTA AVE,Residential,0,0.0,0.0
38.036675513111724,-78.47027058926712,R,Single Family,1,C,Vinyl,Shingles,Hardwood,Partial Basement,Floor Furnace,0.0,1940.0,1.0,5.0,2.0,0.0,1.0,0.0,826.0,420.0,,748 LEXINGTON AVE,Residential,0,0.0,0.0
38.036425257832434,-78.47213478919953,R,Single Family,1.5,C,Brick Veneer,Shingles,Hardwood,Partial Basement,Forced Air,1.0,1955.0,1.5,7.0,3.0,0.0,2.0,0.0,1723.0,1120.0,0.0,673 EVERGREEN AVE,Residential,0,0.0,0.0
38.036407640060375,-78.47082650875225,R,Single Family,1,C,Stucco,Shingles,Hardwood,Full Basement,Hot Water Radiator,1.0,1928.0,1.0,6.0,3.0,0.0,1.0,0.0,1124.0,1124.0,180.0,741 LEXINGTON AVE,Residential,0,0.0,0.0
38.03621411084981,-78.47243250845064,R,Single Family-2 Conversion,1.5,C,Vinyl,Shingles,Hardwood,Partial Basement,Forced Air,1.0,1940.0,1.5,14.0,6.0,0.0,4.0,0.0,1778.0,495.0,495.0,661 EVERGREEN AVE,Residential,0,0.0,0.0
38.036443214540995,-78.4704001057954,R,Single Family,1,C,Stucco,Shingles,Hardwood,Full Basement,Floor Furnace,0.0,1930.0,1.0,6.0,3.0,0.0,1.0,0.0,1158.0,974.0,,744 LEXINGTON AVE,Residential,0,0.0,0.0
38.06528273621222,-78.4677870028496,R,Single Family,1.5,C,Concrete Block,Shingles,Hardwood,Full Basement,Hot Water Radiator,1.0,1915.0,1.5,9.0,4.0,0.0,2.0,0.0,2070.0,1380.0,0.0,2308 BANBURY ST,Residential,0,0.0,0.0
38.01720163396116,-78.47437362592629,R,Single Family-1 Conversion,1,C,Asbestos,Shingles,Hardwood,Full Basement,Forced Air,2.0,1954.0,1.0,11.0,5.0,0.0,3.0,0.0,1569.0,1461.0,500.0,1115 ALTAVISTA AVE,Residential,0,0.0,0.0
